name,address,region
Mitra Sakti Motor,Jl.  Kol Sugiono 97-99 Bakalan Krajan Sukun,malang
SMP Desa Putra,Jl.  Desa Putra,jakarta
Lembaga Penyadaran Dan Bantuan Hukum Forum Adil Sejahtera,Jl. Satria 89  Kramat Jati -,jakarta
Rumah Makan Gembongan,Jl.  Kapt Cok Agung Tresna 6-C,denpasar
PT Prasidha Adhikriya,Jl.  Cisitu Indah V 15,bandung
Apotik Respati,Jl.  Dr Setiabudi 55,semarang
Mustika Interartha PT,Jl.  MH Thamrin 59 Hotel Nikko,jakarta
Trans Sumatera Agung PT,Jl.  H Adam Malik 103-A Selalas,medan
SMK 17,Jl.  Malabar 76,bandung
Klinik Gita,"Jl.  Jamin Ginting Km 7,5/91",medan
PT Trillindo Adi Busana,Jl.  Cicukang 11 Husein Sastranegara Cicendo,bandung
Toko Nusantara,Gg Pinggir 14,semarang
Kafe Pappa,Jl.  Parangtritis 39,yogyakarta
Laa Nona Galery,Jl Siaga Raya 17-A,jakarta
Apotik Rajawali,Jl.  Jendral Gatot Subroto 137 D,medan
TK Islam,Jl.  Raden Patah 42,sidoarjo
klinik bersalin ANUGRAH Ibu & Anak,Jl. Manggarupi No.92 Sungguminasa-Gowa,makassar
WTC Car,Jl SMA 3 12,denpasar
Casanova Salon,Jl Surabaya 20,malang
Bank Bumi Arta PT Tbk,Jl.  Raya Puputan Rukan 1,denpasar
Marisaya Restorant Jepang,Jl.  Bulungan 76 Blok M Plaza 1-3 Lantai LG,jakarta
SMP Permata Bunda,Jl.  Puskesmas 4,jakarta
Gedung Serbaguna Keuskupan Surabaya,Jl WR Supratman 4,surabaya
Polsek Legok,Jl.  Raya Parung Panjang 5,tangerang
Balai Pengobatan YPPRK,Jl.  Buahbatu 209-A Turangga Lengkong,bandung
ATM BCA Duri Raya,Jl.  Raya Duri 37B,jakarta
Hana Citra Swara Jakarta PT Radio,Jl.  Bangka Raya 2 Gedung AKA,jakarta
PT Dwi Warna Indah,"Jl.  Raya Km 3,5",tangerang
Idaman Hotel,Jl.  Salabintana 143 Warnasari,sukabumi
Bank Buana Indonesia PT Tbk,Jl.  Jendral Basuki Rachmad 63,malang
Yayasan Widya Mandala,Jl.  Dinoyo 42-44,surabaya
ATM Mandiri Gatot Subroto 3,"Jl.  Jendral Gatot Subroto Km 4,5",medan
Naga Sakti Motor,"Jl.  Jendral Gatot Subroto Km 7,5",tangerang
Inter Inn Hotel,Jl.  Gelatik 8 Monjok,mataram
Sucofindo PT Persero,Jl.  Gn Soputan 23,denpasar
Bentani Hotel,Jl.  Siliwangi 69 Hotel Bentani Lantai 3,cirebon
Indonesia Muda,"Jl.  Trunojoyo 1, Kauman, Klojen",malang
Matahari Inn,Jl.  Raya Bukit Jati 1099-X Samplangan,gianyar
SMP Negeri 1 Plumbon,Jl.  P Antasari 8,cirebon
Toko Oleh Oleh,Jl Angkasa 1,jakarta
Apotik Cendana,Jl.  Kom L Yos Sudarso 166 E,medan
Duta Mode,Jl.  Pintu Air Raya 51-A,jakarta
Sangrila Motor,Jl.  Raya Ciledug 9 K Ulujami Pesanggrahan,jakarta
Mawaddh Disc,Jl.  Pajjaiang 2,makassar
PT Boga Arta Satria,Jl.  Industri 29 Arjuna Cicendo,bandung
Bank Negara Indonesia (BNI) Jl Tmn Sari,Jl.  Taman Sari 80,bandung
Rajain Hotel,Jl.  Raya Pajajaran 89,bogor
ATM BRI KCP Balaraja,Kp Telaga Sari,tangerang
LP3I Course Center,Plasa Cut Mutia Blok AII/3 Margahayu,bekasi
Kezika Salon,Jl Pinang Baris 110 E,medan
A Kheng Service,Jl.  HM Joni 32 Pasar Merah Barat,medan
Titis Boutique,Jl.  Veteran 37,padang
Kafe Bali Sun,Jl.  D Tamblingan 170,denpasar
J2 Salon,Jl Raya Langsep Kav 1/2-A,malang
SRM Motor Bengkel,Jl.  Ir H Juanda 75,cirebon
Bengkel Prima Motor,Jl.  Proklamasi 16 Sidokumpul,gresik
Yayasan Tunas Bangsa,Jl.  Lebak Jaya II 49,surabaya
Gilar Collection,Jl.  KH Agus Salim 38,yogyakarta
Cibulan Hotel,"Jl.  Raya Puncak Km 81/20, Cisarua",bogor
Rumah Makan ROA,Jl.  Letjen Haryono MT Kompleks,balikpapan
Bank Rakyat Indonesia (BRI) Jl Raya Kramat,Jl.  Raya Kramat 101 Kenari Mas Blok H/9,jakarta
Toko Dewang,Jl.  Gajah Mada 9 Dauh Puri Kangin,denpasar
Spoorindo Tours Travel Agent,Brontokusuman MG III / 345,yogyakarta
Bank OCBC NISP Jl Irian,Jl.  Irian 87,medan
Rumah Makan Nasi Pindang,Jl.  KH Wahid Hasyim 182,semarang
SMA Negeri 94,Jl.  Semanan Raya,jakarta
Starcall Siskom,Jl. Talang Betutu 17  Tanah Abang -,jakarta
SD Trisula Perwari 03,Jl.  Balai Pustaka Baru I 38,jakarta
Mulia Motor,Jl.  Kb Jeruk III 56-A Maphar Taman Sari,jakarta
Toko Bintang Mas,Jl Somba Opu 66,makassar
BSB Hotel Besakih PT,Jl.  D Tamblingan Sanur 46 Sanur,denpasar
Grage Bandung Hotel,Jl.  Cijagra II 12 Cijagra Lengkong,bandung
Cideng Sakti Motor,"Jl.  Cideng Barat 99, Cideng, Gambir",jakarta
ATM BNI Sarinah Ngaliyan,Jl.  Villa Ngaliyan Permai 1,semarang
PT Jurnalindo Aksara Grafika,Jl.  Opak 1 Darmo Wonokromo,surabaya
TK Islam Wijaya Kusuma,Jl.  Wijaya Kusuma 16,jakarta
ATM Mandiri Otista,Jl.  Otto Iskandardinata 293,bandung
ATM BCA Gedung Artha Graha,Jl.  Jendral Sudirman Kav 52-53 SCBD Lot 25,jakarta
Adiyati Salon,Kompl Griya Permata Hijau Bl N/23,sidoarjo
SMK Yatek,Jl.  Masjid Kompleks,bogor
Andalas Raya Hotel,Jl.  Belakang Lintas Andalas 1-2 Andalas Barat,padang
Super Star Bengkel,Jl.  Pukat VIII 33,medan
Unique Salon,Jl.  Kb Tangkil 11,bandung
Bank Central Asia (BCA) Jl Pluit Tmr,Jl.  Pluit Timur Blok L Barat 14,jakarta
Impressions,Jl Raya Mulyosari 394,surabaya
Rumah Makan Bebek Goreng H.SLAMET Kartasura Outlet Jepara,Jl Pemuda 23 B,jepara
PT Ekanusa Widyatama Farma,Jl.  Dukuh Kupang Barat I B 18,surabaya
PT Tempo,Jl.  Antasura 21 Peguyangan,denpasar
La Beauty,Jl.  Mandala Raya 37,jakarta
PT Kriya Mandiri Rasa,Jl.  Wolter Monginsidi 41,jakarta
Indomobil Prima Niaga PT,Jl.  Sisingamangaraja 38,medan
Planet Salon,Jl Lambung Mangkurat 2,banjarmasin
Istana Si Komo,Jl.  Boulevard Ruko Ruby II,makassar
Anggi Salon,Jl.  Sunter Raya Gg Gotong Royong II 41,jakarta
ATM CIMB Niaga World Harvest,Taman Himalaya Lippo Karawaci,tangerang
SD Negeri 09 Kota Baru,Jl.  Jambu Air II,bekasi
Depot Adam,Jl.  Kalianyar 44,surabaya
Swastika Sanggar Senam,Jl Sungai Saddang 26,makassar
SD Angkatan Muda Islam,Jl.  Karasak Baru 16,bandung
PT Manohara,Jl.  Kebo Iwa 415-XXX Peguyangan,denpasar
artanti salon spa,Jl. Raya Tropodo,surabaya
Bank Danamon Jl Suryakencana Plaza,Jl.  Suryakencana Plaza,bogor
Bank Syariah Mandiri Jl Jend Sudirman,Jl.  Jendral Sudirman 330,balikpapan
SD Negeri 02 Petang Kelapa Gading Timur,Kompleks Perdagangan 25,jakarta
CV Duta Abadi Motor,Jl.  Rappocini Raya 120,makassar
Darma Jaya Motor UD,Jl.  Raya Celuk 168  Sukawati,denpasar
Marcella Florist,Jl. Tebet Barat IV Kios 10 Tebet -,jakarta
PT Sanjaya Melia Wisata,Jl.  Musi 43-A,jakarta
ATM Permata Surabaya,Jl.  Surabaya 53,medan
Bank Muamalat Jl Dr Sam Ratulangi,Jl.  Dr Sam Ratulangi 72,makassar
Bunda Hotel,Jl.  Bundo Kandung 19,padang
Citibank Jl Bintoro,Jl.  Bintoro 54-58,surabaya
STISIP Budi Luhur,Jl.  Ciledug Raya 99,jakarta
Hotel Kiwi Indah,Jl.  Sungai Cerekang 36,makassar
Hastananta Bengkel,Jl.  Sumbing 10,semarang
Klinik Hewan Drh AA Sagung Istri Mastini,Jl.  Veteran 14,denpasar
Bakwan Kapasari,Jl.  KH Mukmin Blok B/7,sidoarjo
ATM Panin Bukit Duri,Bukit Duri,jakarta
Klinik Ananda,Kompleks Nagoya New Town Blok D/16,batam
BUNGTAGOR LECKER,Jl. SAWAH KURUNG IV No.3,bandung
SMK Jolelo,Jl.  Bagindo Aziz Chan 8,padang
Rusli Salon,Kompl Sunter Paradise Bl D/31,jakarta
La Praline Cakes and Fusion Food,Jl.  Abdul Majid Raya 33,jakarta
The House Of Dr Tunjung,Jl P Diponegoro 20-A,semarang
Reyssa Salon Spa,"Jl.  Palagan Tentara Pelajar 33b, Sleman",yogyakarta
Toko Sahabat,Jl Sulawesi 116,denpasar
Sekolah Rambut Make Up Christopher,Jl Raya Pancoran Chandra Bldg 234 Lt 1,jakarta
Madona Salon,Jl.  Palaguna Nusantara Blok B/9,bandung
SD Negeri Cemengbakalan 1,Jl.  Cemeng Bakalan,sidoarjo
Martha Tilaar Salon,Jl Pramuka Km 6 Kompl Mitra Mas Bl B/11,banjarmasin
TK Anak Mas,Jl.  Nusa Barung 1,denpasar
Apotik Siliwangi,Jl.  Siliwangi 54,cirebon
PT Putri Koleksi Mas,Jl Tmn Buaran Indah III Bl D/8,jakarta
Asri Motor,"Jl.  Soekarno Hatta 10, Sawahbesar, Gayamsari",semarang
Toko Banyuwangi,Pasar Johar Utara Dlm Kios III/152,semarang
Apotik Puri Indah,Jl.  Puri Indah Raya Blok I/9,jakarta
Camilan,Jl.  Cihampelas 121-A Cipaganti Coblong,bandung
Kolam Renang Aquatic Fantasy,Jl.  Muchtar,depok
Bank Muamalat Jl KH Zainal Arifin,Jl.  KH Zainal Arifin 1 BC,jakarta
Bank Negara Indonesia (BNI) Jl KH Mas Mansyur,Jl.  KH Mas Mansyur 120-A,jakarta
Travel PT Indo,Jl.  Dr Sutomo Ujung 21,medan
Matahari Rent A Car,Jl.  Sei Batanghari 91 A,medan
Sabrina Boutique,Jl.  Sarimanah Blok 12/35,bandung
STLKF,Jl.  Ragunan Raya 29-C,jakarta
ATM BII SPBU Coco,Jl.  A Yani,semarang
National Rubber Co,Jl.  Raya Mranggen Km 12,semarang
Madrasah Tsanawiyah Negeri 2 Plered,Jl.  Otista,cirebon
Surya Damusu PT Radio,Jl.  Kapt Muchtar Basri 3,medan
Rumah Makan Sari Bundo,Jl.  Merak 10-A,bandung
Sutra Bugis,Jl.  Somba Opu 121 Maloku Ujungpandang,makassar
TK LKMD Sidorukun,Jl.  Amak Kasim,gresik
Bank BRI Syariah KC Malang,Jl.  Kawi No. 37 Kel. Bareng Kec. Klojen,malang
Mega Rent A Car,Jl.  Sindang Barang 360,bogor
Ngabean Motor,Jl.  KH Ahmad Dahlan 87 Ngampilan Ngampilan,yogyakarta
Srabi Notosuman,Jl.  Pemuda 18 Kemirirejo,magelang
Dewidi Motor,Jl.  Pulau Belitung Gg Babakan Sari 1 Pedungan,denpasar
ATM Mandiri Gn Sahari 2,Jl.  Gn Sahari Raya 1,jakarta
Bintang Jaya Motor PT,Jl.  Ir H Juanda 181 A-C Margahayu,bekasi
SMP Negeri 55,Jl.  Bahari IV 11-A,jakarta
Gedong Kuning Hotel,Jl.  Gedong Kuning 82-A Rejowinangun Kota Gede,yogyakarta
Mertayu CV,Jl.  Padma Utara 517-B Kerobokan Kuta,denpasar
Toko Hin Hua,Jl Paseban 7-B,jakarta
Restoran Danau Toba,Jl.  Teuku Umar 74-X,denpasar
Sun Bridal Salon,Jl Muara Karang Raya 16-B,jakarta
Vita Salon,Jl.  Griyo Kebraon Utara Blok AR/1,surabaya
Madona Vip Salon,Jl.  Kedungdoro 80-T,surabaya
TK Jamiat Kheir,Jl.  Tole Iskandar Kompleks Mutiara,depok
TK Aisyiyah Bustanul Athfal 2,Jl.  Jetis Lemahputro II,sidoarjo
Shinta Salon,Jl Ter Buahbatu 190,bandung
Widya Salon,Jl WR Supratman 2,surabaya
ATM CIMB Niaga Brig Katamso,Jl.  Brigjend Katamso 118,yogyakarta
Sekar Melati Nena-Namo,Jl Kedung Sari 21,surabaya
TK K Samaria,Jl.  Rawa Kepa VII 749,jakarta
ATM BCA Negara,Jl.  Ngurah Rai 83,denpasar
PT. Maju Langgeng Denpasar,Jl.  Gunung Sanghyang No.200,denpasar
Apotik Kanida Farma II,Jl.  Jendral Sudirman 239,balikpapan
Bank Central Asia (BCA) Jl Dr Saharjo,Jl.  Dr Saharjo 149-E,jakarta
Pesona Krakatau Hotel,Jl.  Husein Sastranegara 25,jakarta
Miracle Butik,Jl Bunguran 45 Psr Atoom Thp I St 2064-T,surabaya
ATM BCA SPBU 34-16706 Cibogo,Jl.  Raya Puncak Kp Cibogo,bogor
TK Yampi,Jl.  Teratai 29,jakarta
Apotik Baji Gau,Jl.  Baji Gau 9-B,makassar
Metal Toko,Jl.  Sutomo Ujung 177 Durian,medan
Puri Esthetic,Jl.  By Pass Ngurah Rai 209,denpasar
Bank Mega Jl Boulevard Raya,Jl.  Boulevard Raya Blok CN-3/3,jakarta
ATM Bukopin Ged Bulog,Jl.  Jendral Gatot Subroto Kav 49,jakarta
Dely Bridal,Kompleks Taman Permata Millenium 32,bandung
Madrasah Ibtidaiyah Darul Hijrah,Jl.  Srengganan I 1-A,surabaya
CV Citra Wisata Nusantara,Jl P Diponegoro 2,padang
CV Pangan Selaras,Jl.  Kramat Lontar 82-J,jakarta
ATM BCA Deli Plaza,Jl.  Guru Patimpus Deli Plaza Lantai 5,medan
Kafe Swing,Jl.  Trunojoyo 30,malang
Dila Salon,Jl.  Balana I 14,makassar
LeaF Computer,Jl.  Moses Gatotkaca,yogyakarta
ATM Mandiri Mal Ambasador,Jl.  Prof Dr Satrio Mal Ambassador,jakarta
Family Salon,Jl.  Pantai Kuta,denpasar
Hotel Kartika,Jl.  Sosrowijayan 10,yogyakarta
ATM BCA Joyo Swalayan,Jl.  Raya Ciputat 254,jakarta
PT Composites Indonesia Co,Jl.  Pulo Gadung I 15 Jatinegara Cakung,jakarta
SMP PGRI Kelapa Dua,Jl.  Raya Bumi Kelapa Dua 396,tangerang
Rumah Makan Saung Lingkar,Jl.  Peta 217,bandung
SMP Assujaiyah,Jl.  Raya Sukaraja Km 1,bogor
Apotik Kebun Besar,Jl.  Halim Perdanakusuma 56-60,jakarta
Apotik Beringin,Jl.  Imam Bonjol 67,semarang
Toko Ramayana,Jl Blauran 27,surabaya
Dequr Hotel,Jl.  Dipati Ukur 27 Lebak Gede Coblong,bandung
Cantik Salon,Jl.  Ciputat Raya 100,jakarta
PT Pulasari Putra,Jl Legian 88,denpasar
Lai Lai Market Buah,Jl Arjuno 36,malang
TK Bukit Mulia,Jl.  Pluit Karangsari VI Blok O7 Utr/1-10,jakarta
Rabbani Rumah Muslim,Jl.  Iklas 77-B,magelang
SD Negeri 07 Srondol Wetan,Jl.  Raya Gaharu,semarang
Vita Salon,Jl Griyo Kebraon Utr Bl AR/1,surabaya
Jaya Pitaka,Jl.  Banyu Urip Wetan IV 63,surabaya
Bank Central Asia (BCA) Jl HOS Cokroaminoto,Jl.  HOS Cokroaminoto 32-E,denpasar
Bumi Sarana Usaha CV,Jl.  Raya Sukomulyo 8  Manyar,gresik
Angkawijaya Motor,Jl.  Cideng Timur 16 1 Petojo Utara Gambir,jakarta
Egy Motor UD,Jl.  Jendral Gatot Subroto 28 Dauh Puri Kaja,denpasar
Travellers Suites,Jl Listrik 15,medan
Batik Hotel,Jl.  Aipda KS Tubun 8 Bedilan,gresik
ATM Mandiri Kelapa Gading 5,Jl.  Boulevard Kelapa Gading Blok TB-2/6-8,jakarta
Hotel Bintang Agung,Jl.  Parangtritis 42/30,yogyakarta
PT Mobile Discovery Indonesia,Jl.  Kramat Raya 27-H Kramat Senen,jakarta
Karlita International Hotel,Jl.  Brigjen Katamso 31,tegal
Jamsostek Jl KH Wahid Hasyim,Jl.  KH Wahid Hasyim 94,jakarta
TK Seruni,Jl.  Pak Gatot I 9,bandung
SD Negeri Bhayangkara 1,"Jl.  Kemakmuran 5, Klitren Lor, Gondokusuman",yogyakarta
Bengkel Mulya Abadi,Jl.  Sambilegi No.92 Maguwoharjo,yogyakarta
Apotik Delta Medika,Jl.  Taman Kb Jeruk E-1/77,jakarta
TK Al Hikmah Simo,Jl.  Simo Kalangan 146-K,surabaya
Yos Star Motor,Jl.  Srengseng 88 E,jakarta
Toko Mashur,Jl.  Raya Tanjung-Bayan  Tanjung,mataram
Modis Salon,Jl Jend Sudirman Ruko Modern Land Bl DR/20,tangerang
Sarini Tokyu Hotel Corp PT,Jl.  MH Thamrin 7-A Menteng Menteng,jakarta
Hiro Mobilindo,Jl.  Pecenongan Raya 34 Kebon Kelapa Gambir,jakarta
PT Lotosindo Jewellery,Jl.  Raya Candi 5  Candi,sidoarjo
SMK PGRI Sumedang,Jl.  Anggrek 85,medan
Yayasan Rumah Bersalin Mami,Jl.  Banteng 1 Kranji,bekasi
PT Jodoh Centre Indotama,Kompl Tanjung Pantun Bl G/13,batam
Bank Permata Wisma AKR,Jl.  Panjang 5 Wisma AKR Lantai 1,jakarta
PT Bolqi Putra Mas,Jl Dr Cipto Mangunkusumo 28,cirebon
PT Armindo Jaya Tour,Jl.  Raya Bandorasa Wetan No.09 Kuningan,cirebon
SD Negeri Kludan,Jl.  Kludan,sidoarjo
Travel Fiera,Jl.  Palem II Blok TE/31,surabaya
Nikisae Salon,Jl.  Geusan Ulun 80,medan
Kopi Makmur,Jl.  Kebo Iwa 97 Padangsambian Kaja,denpasar
PT Rekayasa Industri,Jl.  Jendral A Yani Karangturi,gresik
Kartika Dewi Group,Jl Bhayangkara 35,yogyakarta
PT Diantrijaya Utama Mukti,Jl.  Kencanasari Barat I A-3,surabaya
Nusantara Surya Sakti PT,Jl.  Imam Bonjol 415 Pemecutan Klod,denpasar
Pasar Gerbang Manunggal,Jl.  Kiaracondong 76,bandung
Rabbani Boutiqe,Jl.  Pandanaran 39-A,semarang
Astra International PT Toyota Divison,Jl.  Letjen TB Simatupang,jakarta
Apotik Vita,Jl.  Kaligarang 2-A,semarang
Melati Bandara Asri Hotel,Jl.  Sambilegi Baru Maguwoharjo,yogyakarta
Bcomm,Jl. Birah No.8  Kebayoran Baru -,jakarta
Ekapuri Hotel,Jl.  Puri 57 Kota Matsum III,medan
Hotel Puri Kwitang,Jl.  Kramat Kwitang I 11-A,jakarta
AAA Car Rental,Jl Muara Baru 21,bandung
Hotel Ramayana,Jl.  Jendral Basuki Rachmad 67-69,surabaya
ARC Anti-Aging Beauty Clinics,Jl.  By Pass Nguarah Rai 1,denpasar
Bumbu Desa Kedai,Jl.  Laswi 1,bandung
Indah Salon,Jl.  Syarief Abdurahman 107,cirebon
Bakmi Bangka Awat,Jl.  Kemang Pratama Raya Blok AN/17,bekasi
PT Golden Mitratama,Jl.  MH Thamrin Kav 28-30 EX Lantai Dsr,jakarta
Toko Elang Mas,Jl.  Ciledug Raya 232-D Cipulir Kebayoran Lama,jakarta
Indosat PT Persero Tbk Jatinegara,Jl. Mayjen. DI Panjaitan Kav. 42  Jatinegara -,jakarta
Dewi Salon,Jl Bukit Tungal,denpasar
PT Triputra Guna Mandiri,Jl.  Dr Sam Ratulangi 104,makassar
Depot Djamin,Jl.  Anjasmoro 1-A,surabaya
Purmai Salon,Jl.  Lidah Kulon Sepat 134,surabaya
Gemilang Rental,Jl.  Gemi 6,bandung
Jaya Bengkel,Jl.  Raya Moh Toha Km 1,tangerang
Esdevi Boutique,Kompleks Bintaro Jaya Sektor IX Blok JO/2,jakarta
Rumah Makan Ayam Djogja,Jl.  Putri 8,bandung
SMA Agus Salim,Jl.  Beruang Raya 50,semarang
PT Yuniko Asia Prima,Jl.  BKR 154 A-B,bandung
Mini Market Mika,Kompl Garama Citra Hill Bl R/8-9,batam
Bank OCBC NISP Plaza Cikarang,Jl.  Kom L Yos Sudarso 91-93 Plaza Cikarang,bekasi
Graha Amerta,Jl.  Airlangga 1-9,surabaya
Apotik Meditama,Jl.  KH Akhmad Dahlan 9,semarang
Mike Salon,Kompleks Kedoya Garden,jakarta
PT Multi Daya Ritelindo,Jl Boulevard Raya Bl QA-1/1,jakarta
Politeknik Kesehatan Departemen Kesehatan Magelang,Jl.  Perintis Kemerdekaan Kramat,magelang
Melinda Beauty Salon Wedding Service,Jl Dharmahusada Indah Utr VII Bl U/211,surabaya
Bank Rakyat Indonesia PT Persero Tbk,Jl.  Jendral Sudirman 34-36,padang
Drug Store & Boutique,Jl Pramuka Raya Kav 63-64 Hotel Sentral,jakarta
Trio Almas Rent Car,Jl.  Sidotopo Lor I 15,surabaya
Toko Lemon,Jl.  Asia Afrika 1031 STC Senayan Lantai II,jakarta
Nusasari Pabrik,Jl.  Cidurian Selatan 4 Margasari Margacinta,bandung
Raya Salon,Jl Darmo Permai I 38,surabaya
Ananta Salon,Jl.  Pasir Kaliki 179,bandung
Toko Bulusaraung,Jl Veteran Slt 70-B,makassar
Klinik Annur,Jl.  Dr Setiabudi 63,bandung
Kantin Murah,Kompleks BSD Sektor 1.1 Blok C-1/7-8,tangerang
SMA Barunawati,Jl.  Perak Barat 173,surabaya
SD Negeri 03 Sukamahi,Jl.  Raya Sukamahi,bekasi
PT Sandang Jaya,Jl.  Kopo Jaya III 5,bandung
Le Boutique,Jl Tebet Utr Dalam 28,jakarta
Betrix Makro Supermarket,Jl.  Menjangan Barat 3 Palebon Pedurungan,semarang
Travel Surya,Jl.  Jampea Lr 20 21,jakarta
TK Petra,Jl.  Letjen MT Haryono 844,semarang
Salsa Wangi CV,Jl.  Panjunan 24,cirebon
CV Surya Motor Gemilang,Jl.  Letjen MT Haryono 655-A,semarang
Water Front Dine Lounge,Jl.  Kedungsari 62-66 Blok A/2,surabaya
Hanin Jaya Mandiri,Jl.  Janti 348,yogyakarta
ATM BCA Indomaret Borobudur,Jl.  Raya Borobudur 89,tangerang
Yayasan Kesehatan Teradia,Jl.  Kutuk Barat 46,sidoarjo
Toko Johan,Jl.  Jendral A Yani 196 Mintaragen,tegal
TK Kristen Ketapang 2,Kompleks Green Garden Blok M-1/1,jakarta
Bank Antardaerah Jl Depok,Jl.  Depok 26 C-D,semarang
Top Motor,Jl.  Raya Batubulan 18  Sukawati,denpasar
Arca Hotel,Jl.  Garuda 4 Babakan Cakra Negara,mataram
Sari Penginapan,Terminal Terboyo Blok B-3,semarang
Kayama Salon,Jl.  Iskandar Muda 119,medan
Bali Abhimantra Car Rental,Jl Danau Tamblingan 27,denpasar
David Hair Salon,Jl Dr Muwardi Raya 58,jakarta
Adira Motor Kiaracondong,Jl.  Kiaracondong 315 Binong Batununggal,bandung
Sarang Knalpot Ampel,Gladaksari Ampel,boyolali
ATM Mandiri Tj Priok 2,Jl.  Sulawesi Ujung 1,jakarta
Bengkel Arjuna Motor,Jl.  Samplangan 100,gianyar
Duta Karya Embroidery & Punching Center,Jl.  Emong 3 Burangrang Lengkong,bandung
Restoran Buana Mas,Jl.  Matahari Terbit Sanur Kaja,denpasar
Apotik Beka,Jl.  Karang Menjangan 165-A,surabaya
SMK Negeri 1 Kuta,Jl.  Gedong Sari,denpasar
Restoran Daun Mas,Jl.  Gajah Mada 41,medan
ATM BCA Majapahit 1,Jl.  Majapahit 112,semarang
ATM CIMB Niaga Rumah Sakit Al Mintoharjo,Jl.  Bendungan Hilir 17,jakarta
01 Hotel,Jl.  Engku Putri 1,batam
Jegeg Bagus,Jl By Pass Ngurah Rai 111,denpasar
Bank Central Asia (BCA) Batu Ceper,Jl.  Batu Ceper 18 A-B,jakarta
Inneke Salon,Jl Pekunden Tmr 36,semarang
Toko Kota Jaya,Pasar Karang Anyar 138,jakarta
Subur Mulya Mega Jaya PT,Jl.  Imam Bonjol 168 Margahayu,bekasi
Khasisma Mataram Jaya Gemilang PT,Jl.  Pramuka 1 Bantul Bantul,yogyakarta
Dio Reklame Advertising & Photographer,Jl. Karanganyar Raya 28-A  Sawah Besar -,jakarta
ATM BRI KCP Setiabudi,Jl.  Setia Budi 2-A Kompleks Setiabudi Point,medan
Bank Negara Indonesia (BNI) Jl Prof HM Yamin,Jl.  Prof HM Yamin SH 8,medan
TK Esa Nur,Jl.  H Mansyur 5,tangerang
SMA Negeri 13 Mijen,Jl.  Rowo Semanding,semarang
Desan Florist,Jl. Tebet Barat Dalam X No.19 Tebet -,jakarta
Johnny Andrean Salon,Jl.  KH Ramli 52-58,makassar
Air Mas Mobil,Jl.  Kb Cai 56 Pekalangan Pekalipan,cirebon
ATM BNI KLN Commercial Centre 1,Jl.  Jendral A Yani Blok A IX/9,bekasi
Sumber Buana Motor,Jl.  Emong 3,bandung
Klinik Umum Ar Risalah,Jl.  Kedung Asem 25,surabaya
ATM BNI KC Slamet Riyadi 1,Jl.  Slamet Riyadi 348,semarang
Vicenza Jewellery,Mal Ciputra Lantai Dasar 70 Miroto,semarang
ATM CIMB Niaga Centris,Jl.  Rasuna Said Kav B-5,jakarta
Tutor Time International Preschool Kindergarten,Jl.  Dipati Ukur 7,bandung
SD UT Dharma Karya,Jl.  Raya Pala 1,jakarta
PT Handayani Prima,Jl.  Matraman Raya 45,jakarta
Max Zone,Jl Pondok Betung Raya 87-CD,jakarta
Remaja Motor,Jl.  H Usa  Babakan,bogor
ATM BNI Term Penump Priok,Pelabuhan Tanjung Priok,jakarta
PT Surya Andalan Bumi Persada,Jl.  Tegalsari 72,surabaya
Sri Rahayu Salon,Jl Raya Gisting Bawah Bl 2,padang
Toko Rezas Collection,Jl RS Fatmawati 39 ITC Fatmawati 187 Lt Dasar,jakarta
Bank Negara Indonesia (BNI) Jl Prof HM Yamin,Jl.  Prof HM Yamin SH 2,medan
Anugerah Eugene Otomotif,Jl.  Prambanan Raya 77 Cibodassari Cibodas,tangerang
Universitas Islam Negeri Syarif Hidayatullah,Jl.  Raya Cipadung 105,bandung
Legenda Craft Art,Jl Tmn Harapan Baru Bl G-3/1,bekasi
Megahrental Rental Mobil Bandung,Komplek Graha Rancamanyar Jl. Tulip No.20,bandung
TK Rina Ria,Jl.  Rangkah VI 46,surabaya
Bank Negara Indonesia (BNI) Nusa Dua,Kawasan Pariwisata Nusa Dua Beach,denpasar
Rumah Makan Pondok Mitra,Terminal Terboyo Blok C/14,medan
SD Negeri 07 Pagi Kebon Pala,Jl.  Permata,jakarta
Primatama,Jl.  Gajah Mada 153,jakarta
SMP Negeri 178,Jl.  Mawar 6-A,jakarta
Apotik Sudirman,Jl.  Letjen Suprapto 2-PQ,medan
PT Rudy Hadisuwarno,Jl.  Nusa Dua Lot 4 Grand Hyatt Bali Nusa Dua,denpasar
CV Citra Mulia,Jl Jend Gatot Subroto Gg Harapan 15 C-2,medan
Toko Cantik,Jl Raya Bogor Pasar Inpres Los AKS/147,jakarta
TK Nurul Ichsan,Jl.  Palmerah Utara IV C 18,jakarta
TK Trisula Perwari 2,Jl.  Pegangsaan Tgh 2,jakarta
Restoran Harmoni Permai,Jl.  Suryopranoto 2 Harmoni Plaza Blok C/31,jakarta
Rumah Sakit Bali Aga,Jl.  Uluwatu 28,denpasar
Wurak Baru,Jl.  Mastrip 85-K,surabaya
Wahid Hotel,Jl.  KH Wachid Hasyim 61 Notoprajan Ngampilan,yogyakarta
Trend FM 95 2 Radio,Jl.  Amurang 5,makassar
Easthern Garden By Martha Tilaar,Jl.  Telaga Bodas 47,semarang
SD Negeri 05 Gajahmungkur,Jl.  Papandayan,semarang
